WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G,YEAR,MONTH,DAY
20.67,4,0.0,0.0,8.2,0.0,3.4,-2.0,1974,11,28
9.96,0,2.9,0.0,10.4,0.0,1.9,-5.0,1974,11,29
13.29,0,0.1,0.0,12.7,0.0,4.0,-0.9,1974,11,30
14.62,0,0.2,0.0,13.6,0.0,7.0,3.8,1974,12,01
9.87,0,0.0,0.0,12.3,0.0,11.5,6.5,1974,12,02
12.04,0,0.0,0.0,13.8,0.0,7.4,1.4,1974,12,03
17.41,0,0.3,0.0,8.5,0.0,6.1,-0.5,1974,12,04
15.75,0,0.0,0.0,9.5,0.0,5.3,-1.6,1974,12,05
17.04,0,0.0,0.0,12.0,0.0,6.0,1.0,1974,12,06
21.67,0,0.2,0.0,12.0,0.0,6.7,5.0,1974,12,07
14.92,0,0.0,0.0,12.0,0.0,11.0,7.0,1974,12,08
17.46,0,5.2,0.0,6.7,0.0,3.5,-3.0,1974,12,09
20.21,0,2.2,0.0,7.0,0.0,1.7,-5.5,1974,12,10
13.75,0,2.7,0.0,10.0,0.0,2.2,-2.6,1974,12,11
17.58,0,1.1,0.0,10.7,0.0,1.8,-0.8,1974,12,12
13.13,0,1.0,0.0,10.1,0.0,8.2,3.1,1974,12,13
14.88,0,0.0,0.0,8.5,0.0,6.3,-0.4,1974,12,14
10.58,0,1.4,0.0,10.2,0.0,3.9,-4.0,1974,12,15
20.79,0,1.5,0.0,8.4,0.0,4.6,-1.5,1974,12,16
25.46,0,0.2,0.0,6.1,0.0,3.0,-3.0,1974,12,17
16.66,0,0.4,0.0,10.2,0.0,2.5,-3.5,1974,12,18
18.63,0,0.1,0.0,12.0,0.0,2.0,1.8,1974,12,19
17.46,0,0.0,0.0,13.7,0.0,8.5,5.5,1974,12,20
16.25,0,0.4,0.0,13.0,0.0,12.0,5.0,1974,12,21
15.21,0,0.0,0.0,13.9,0.0,9.3,2.0,1974,12,22
17.75,0,0.7,0.0,12.1,0.0,10.0,1.6,1974,12,23
11.12,0,0.1,0.0,13.6,0.0,4.2,-4.0,1974,12,24
17.83,0,3.3,0.0,13.8,0.0,4.0,-3.0,1974,12,25
19.5,0,4.1,0.0,11.8,0.0,9.5,4.2,1974,12,26
20.5,0,2.1,0.0,14.1,0.0,7.5,1.1,1974,12,27
25.33,0,4.6,0.0,13.7,0.0,8.4,6.0,1974,12,28
14.96,0,0.1,0.0,8.4,0.0,7.4,1.2,1974,12,29
11.08,0,0.2,0.0,13.0,1.0,-0.1,-9.0,1974,12,30
15.25,0,0.0,0.0,13.0,0.0,4.5,3.6,1974,12,31
8.12,0,0.1,0.0,10.1,0.0,7.5,2.0,1975,01,01
8.58,0,0.1,0.0,10.0,0.0,7.0,0.0,1975,01,02
16.38,0,0.0,0.0,11.7,0.0,5.0,-2.5,1975,01,04
21.59,0,0.2,0.0,11.2,0.0,7.0,5.8,1975,01,05
19.12,0,7.3,0.0,10.7,0.0,9.0,4.1,1975,01,06
10.88,0,4.6,0.0,9.6,0.0,5.5,-0.5,1975,01,07
10.63,4,0.0,0.0,10.0,0.0,6.3,3.5,1975,01,08
14.25,4,0.0,0.0,10.7,0.0,9.0,2.4,1975,01,09
11.83,0,0.4,0.0,11.3,0.0,7.5,2.5,1975,01,10
17.41,0,0.7,0.0,12.5,0.0,9.0,2.2,1975,01,11
15.79,0,0.3,0.0,8.5,0.0,7.2,2.3,1975,01,12
19.62,0,6.7,0.0,13.0,0.0,4.6,-2.0,1975,01,13
13.96,0,4.8,0.0,10.8,0.0,4.2,0.6,1975,01,14
10.83,0,5.0,0.0,11.2,0.0,4.2,-2.5,1975,01,15
5.88,0,0.1,0.0,7.0,0.0,1.6,-8.0,1975,01,16
9.62,0,0.0,0.0,6.4,0.0,2.1,-5.0,1975,01,17
7.25,1,0.2,0.0,5.5,1.0,-1.5,-11.0,1975,01,18
12.12,0,4.2,0.0,11.0,1.0,-2.5,-12.3,1975,01,19
16.79,0,1.0,0.0,6.1,0.0,3.1,-3.9,1975,01,20
14.42,0,4.3,0.0,10.8,0.0,3.0,-4.3,1975,01,21
20.91,0,6.5,0.0,10.8,0.0,3.2,-3.5,1975,01,22
19.5,0,0.5,0.0,6.2,0.0,2.0,-4.9,1975,01,23
10.92,0,16.1,0.0,9.2,0.0,3.5,-3.9,1975,01,24
13.17,1,0.2,0.0,8.8,0.0,4.0,-0.2,1975,01,25
10.25,0,5.2,0.0,10.2,0.0,1.0,-8.1,1975,01,26
6.67,0,7.1,0.0,9.4,0.0,5.2,-0.2,1975,01,27
14.75,4,0.0,0.0,9.4,0.0,0.0,-5.5,1975,01,28
7.87,0,3.5,0.0,12.5,0.0,2.5,-5.2,1975,01,29
14.92,0,1.1,0.0,11.8,0.0,5.0,3.0,1975,01,30
14.58,0,0.0,0.0,11.5,0.0,6.0,-0.3,1975,01,31
9.62,0,0.0,0.0,12.5,0.0,6.0,1.8,1975,02,01
4.42,4,0.0,0.0,11.2,0.0,1.0,-7.4,1975,02,02
6.08,4,0.0,0.0,8.9,0.0,2.6,-4.5,1975,02,03
4.12,4,0.0,0.0,6.6,1.0,-0.5,-7.2,1975,02,04
8.12,0,0.0,0.0,5.7,0.0,0.5,-6.9,1975,02,05
8.58,0,7.3,0.0,7.9,0.0,0.5,-8.2,1975,02,07
7.54,4,0.0,0.0,8.0,0.0,5.2,0.3,1975,02,08
5.21,0,0.0,0.0,8.3,0.0,5.1,-1.1,1975,02,09
7.0,0,0.0,0.0,9.0,0.0,1.5,-5.6,1975,02,10
5.66,0,0.0,0.0,7.5,0.0,4.5,-5.2,1975,02,11
4.67,0,1.8,0.0,7.0,0.0,6.0,1.5,1975,02,12
9.79,0,1.1,0.0,7.0,0.0,3.6,-4.0,1975,02,13
4.21,0,0.0,0.0,7.0,0.0,2.5,-5.0,1975,02,14
6.96,0,1.0,0.0,10.0,1.0,-1.0,-7.7,1975,02,15
12.38,0,0.6,0.0,12.2,0.0,2.0,2.8,1975,02,16
4.0,4,0.0,0.0,9.3,0.0,3.1,-4.0,1975,02,18
10.63,0,1.4,0.0,9.1,1.0,-2.5,-11.5,1975,02,19
6.0,0,5.3,0.0,9.1,0.0,5.0,-2.5,1975,02,20
5.21,4,0.0,0.0,10.6,0.0,6.4,0.5,1975,02,21
7.92,0,0.2,0.0,10.6,0.0,1.7,-1.0,1975,02,22
6.96,0,0.3,0.0,11.3,0.0,7.6,3.5,1975,02,23
6.34,0,0.0,0.0,13.0,0.0,8.0,0.0,1975,02,24
9.21,0,0.0,0.0,9.4,0.0,6.3,-2.0,1975,02,25
9.25,0,0.0,0.0,8.0,0.0,5.2,-4.5,1975,02,26
7.92,0,1.5,0.0,9.4,1.0,-0.4,-9.6,1975,02,28
10.13,0,1.4,0.0,10.0,0.0,5.0,2.0,1975,03,01
10.0,0,6.7,0.0,11.8,0.0,5.0,0.9,1975,03,02
7.38,0,0.9,0.0,13.0,0.0,6.5,-5.0,1975,03,03
1.63,4,0.0,0.0,10.4,0.0,2.2,-5.9,1975,03,04
4.88,4,0.0,0.0,11.7,0.0,1.2,-4.9,1975,03,05
14.0,0,0.8,0.0,10.4,0.0,5.5,-1.8,1975,03,07
5.33,4,0.0,0.0,10.5,0.0,3.6,-4.2,1975,03,08
10.08,0,1.4,0.0,8.5,1.0,-0.4,-10.0,1975,03,09
12.96,0,3.2,0.0,9.0,0.0,0.4,-8.8,1975,03,10
19.29,0,2.9,0.0,7.0,0.0,3.7,-1.0,1975,03,11
10.75,0,1.8,0.0,6.5,0.0,5.5,-0.6,1975,03,12
7.62,0,0.0,0.0,7.0,0.0,4.8,-2.0,1975,03,13
6.46,0,0.8,0.0,6.0,0.0,1.1,-6.5,1975,03,14
7.83,0,2.8,0.0,8.5,0.0,2.0,-4.5,1975,03,15
5.58,0,2.6,0.0,5.1,0.0,2.7,-5.3,1975,03,16
7.79,4,0.0,0.0,7.0,0.0,1.7,-5.0,1975,03,17
10.5,4,0.0,0.0,6.3,0.0,4.2,-2.5,1975,03,18
8.71,0,0.0,0.0,8.9,0.0,2.1,-8.5,1975,03,20
11.12,0,2.3,0.0,8.3,0.0,2.0,-7.0,1975,03,21
10.92,4,0.0,0.0,10.2,0.0,2.5,-4.9,1975,03,22
10.63,0,0.2,0.0,10.2,0.0,3.0,-5.2,1975,03,23
11.67,0,0.0,0.0,10.1,0.0,5.2,-1.5,1975,03,24
10.88,0,2.1,0.0,12.0,0.0,5.6,0.6,1975,03,25
7.33,0,1.3,0.0,4.8,0.0,3.1,-0.1,1975,03,26
10.17,0,1.9,0.0,5.0,1.0,-0.6,-6.7,1975,03,27
9.42,0,1.2,0.0,6.3,1.0,-2.1,-8.9,1975,03,28
9.62,0,0.5,0.0,7.1,0.0,1.0,-5.5,1975,03,29
8.58,0,0.0,0.0,7.7,0.0,2.9,-1.4,1975,03,30
9.46,4,0.0,0.0,11.4,0.0,2.9,-0.6,1975,03,31
11.71,0,5.7,0.0,10.8,0.0,3.3,-4.8,1975,04,01
10.75,0,1.5,0.0,9.8,0.0,5.9,2.1,1975,04,02
11.79,0,2.0,0.0,8.7,0.0,1.0,-5.0,1975,04,03
9.79,0,0.7,0.0,7.6,0.0,1.4,-4.5,1975,04,04
7.0,4,0.0,0.0,6.1,0.0,2.1,-5.0,1975,04,05
8.33,0,0.5,0.0,8.9,0.0,2.5,-4.9,1975,04,06
17.71,4,0.0,0.0,10.0,0.0,4.9,0.0,1975,04,07
15.92,4,0.0,0.0,6.2,0.0,0.1,-5.5,1975,04,08
10.54,0,1.2,0.0,7.6,1.0,-1.2,-7.9,1975,04,09
11.79,4,0.0,0.0,11.0,0.0,1.3,-5.0,1975,04,10
12.83,0,0.8,0.0,11.7,0.0,5.1,0.5,1975,04,11
10.29,0,0.1,0.0,13.7,0.0,8.2,4.5,1975,04,12
9.08,0,1.7,0.0,15.4,0.0,10.4,4.0,1975,04,13
10.0,0,3.8,0.0,13.2,0.0,8.5,3.7,1975,04,14
4.46,4,0.0,0.0,14.4,0.0,7.2,-0.5,1975,04,15
5.54,0,2.0,0.0,14.5,0.0,5.9,-3.2,1975,04,16
8.38,4,0.0,0.0,16.2,0.0,9.6,3.2,1975,04,17
9.79,0,0.3,0.0,12.7,0.0,4.2,-5.0,1975,04,19
11.38,0,5.4,0.0,14.0,0.0,6.2,1.0,1975,04,20
4.67,0,2.0,0.0,15.4,0.0,10.0,1.6,1975,04,21
4.04,4,0.0,0.0,15.0,0.0,10.6,4.2,1975,04,22
1.21,4,0.0,0.0,16.9,0.0,6.2,-2.9,1975,04,24
1.87,4,0.0,0.0,18.3,0.0,7.1,-1.0,1975,04,25
3.08,0,9.8,0.0,17.1,0.0,9.5,1.4,1975,04,26
4.83,4,0.0,0.0,11.9,0.0,6.2,0.8,1975,04,27
7.21,0,4.6,0.0,11.3,0.0,3.4,-2.8,1975,04,28
12.96,0,1.0,0.0,10.0,0.0,4.9,-1.4,1975,04,29
10.41,0,9.6,0.0,12.2,0.0,2.9,-3.0,1975,04,30
13.88,0,3.0,0.0,12.4,0.0,7.2,3.1,1975,05,01
4.38,0,7.9,0.0,9.6,0.0,6.9,2.9,1975,05,02
2.54,4,0.0,0.0,13.7,0.0,2.6,-4.0,1975,05,03
0.92,0,0.0,0.0,14.2,0.0,3.6,-3.0,1975,05,04
5.63,0,0.0,0.0,12.2,0.0,6.4,-1.0,1975,05,05
6.96,0,0.0,0.0,13.5,0.0,7.2,-3.1,1975,05,06
12.04,0,0.0,0.0,15.9,0.0,6.6,-2.8,1975,05,07
11.08,0,4.2,0.0,10.9,0.0,10.0,1.7,1975,05,08
7.41,0,16.8,0.0,10.8,0.0,7.1,4.9,1975,05,09
9.54,4,0.0,0.0,10.9,0.0,7.2,3.2,1975,05,10
5.33,0,2.8,0.0,13.0,0.0,3.3,-2.0,1975,05,11
2.13,0,2.0,0.0,15.7,0.0,8.7,4.1,1975,05,13
6.21,0,0.7,0.0,10.7,0.0,8.1,2.2,1975,05,14
7.87,4,0.0,0.0,12.4,0.0,6.6,1.3,1975,05,15
3.13,0,0.0,0.0,13.3,0.0,2.1,-5.0,1975,05,16
2.21,0,0.0,0.0,14.9,0.0,2.8,-5.0,1975,05,17
3.92,0,0.0,0.0,16.7,0.0,1.4,-3.5,1975,05,18
4.04,0,0.0,0.0,17.2,0.0,6.0,-1.5,1975,05,19
2.54,0,0.0,0.0,19.6,0.0,6.8,-0.2,1975,05,20
3.71,0,0.0,0.0,16.6,0.0,6.1,-1.0,1975,05,21
6.21,0,0.0,0.0,12.9,0.0,3.6,-3.9,1975,05,22
5.88,0,0.0,0.0,14.4,0.0,2.7,-4.0,1975,05,23
5.71,0,0.0,0.0,12.2,0.0,3.5,-3.8,1975,05,24
7.96,0,0.0,0.0,12.9,0.0,2.6,0.5,1975,05,25
9.62,0,0.0,0.0,15.1,0.0,9.2,3.2,1975,05,26
9.92,0,0.0,0.0,15.2,0.0,7.2,-1.0,1975,05,27
6.87,0,0.0,0.0,15.6,0.0,7.9,-0.6,1975,05,28
3.92,0,0.0,0.0,14.9,0.0,3.6,-0.5,1975,05,29
5.33,0,0.0,0.0,12.2,0.0,9.3,-3.4,1975,05,30
3.0,0,0.0,0.0,13.4,0.0,1.6,-7.0,1975,05,31
8.38,0,2.1,0.0,13.0,0.0,2.8,-4.8,1975,06,01
17.21,0,0.4,0.0,12.0,0.0,4.1,-4.0,1975,06,02
5.91,0,2.2,0.0,14.6,0.0,3.2,-4.0,1975,06,03
3.75,0,1.0,0.0,18.3,0.0,4.4,-3.5,1975,06,04
9.13,4,0.0,0.0,20.7,0.0,9.2,7.1,1975,06,05
7.46,0,0.0,0.0,21.7,0.0,12.8,4.0,1975,06,06
2.88,0,0.0,0.0,21.2,0.0,14.6,7.3,1975,06,07
3.92,0,0.0,0.0,21.7,0.0,10.2,1.1,1975,06,08
4.58,0,0.0,0.0,21.1,0.0,10.4,1.6,1975,06,09
1.58,0,0.0,0.0,22.5,0.0,10.1,0.5,1975,06,10
1.58,0,0.0,0.0,24.0,0.0,10.6,0.6,1975,06,11
3.75,0,0.0,0.0,19.4,0.0,13.1,4.5,1975,06,12
7.58,0,0.0,0.0,20.3,0.0,10.2,4.0,1975,06,13
9.0,0,0.0,0.0,17.9,0.0,13.5,7.2,1975,06,14
5.63,0,2.2,0.0,15.8,0.0,8.2,1.0,1975,06,15
3.33,0,5.0,0.0,15.6,0.0,7.7,-2.0,1975,06,16
4.42,4,0.0,0.0,18.1,0.0,8.4,1.6,1975,06,17
10.46,0,0.0,0.0,19.9,0.0,12.2,7.0,1975,06,18
11.71,0,0.0,0.0,22.2,0.0,14.4,5.7,1975,06,19
4.42,0,0.0,0.0,18.9,0.0,15.6,7.2,1975,06,20
3.54,0,0.0,0.0,20.3,0.0,11.3,7.3,1975,06,21
2.5,0,0.0,0.0,20.2,0.0,9.9,7.1,1975,06,22
6.04,0,0.0,0.0,23.2,0.0,12.7,6.0,1975,06,23
4.08,0,0.0,0.0,19.2,0.0,14.0,4.2,1975,06,24
1.79,0,0.6,0.0,19.6,0.0,10.9,6.8,1975,06,25
5.46,0,0.0,0.0,18.1,0.0,12.8,4.4,1975,06,26
6.87,0,0.0,0.0,17.8,0.0,7.6,6.1,1975,06,27
6.04,0,0.0,0.0,17.1,0.0,10.2,2.7,1975,06,28
1.83,0,0.0,0.0,18.7,0.0,6.7,7.6,1975,06,29
1.63,0,0.0,0.0,21.7,0.0,11.0,7.2,1975,06,30
2.92,0,0.0,0.0,22.5,0.0,11.3,11.1,1975,07,01
4.79,0,0.0,0.0,23.5,0.0,10.6,11.6,1975,07,02
3.96,0,0.0,0.0,23.8,0.0,10.2,11.3,1975,07,03
4.12,0,0.0,0.0,21.2,0.0,12.7,9.8,1975,07,04
4.71,0,0.0,0.0,21.1,0.0,12.1,10.5,1975,07,05
8.5,0,0.5,0.0,19.0,0.0,13.9,12.0,1975,07,07
8.67,0,0.5,0.0,18.0,0.0,13.9,8.4,1975,07,08
8.29,0,9.7,0.0,20.1,0.0,13.7,8.7,1975,07,09
6.67,0,1.8,0.0,21.3,0.0,14.6,10.7,1975,07,10
9.13,4,0.0,0.0,21.1,0.0,15.7,10.6,1975,07,11
5.96,0,1.0,0.0,20.2,0.0,12.2,11.3,1975,07,12
6.58,0,0.1,0.0,23.6,0.0,14.8,14.5,1975,07,13
10.71,0,1.0,0.0,23.1,0.0,16.8,15.7,1975,07,14
14.37,0,0.6,0.0,22.0,0.0,13.7,11.2,1975,07,15
7.58,0,0.0,0.0,22.6,0.0,14.3,11.6,1975,07,16
2.79,0,0.0,0.0,19.5,0.0,14.5,13.9,1975,07,17
5.21,0,0.9,0.0,20.3,0.0,13.0,11.7,1975,07,18
8.54,0,0.9,0.0,23.0,0.0,15.4,11.7,1975,07,19
9.79,0,0.0,0.0,21.6,0.0,14.3,12.3,1975,07,20
13.79,0,0.0,0.0,18.8,0.0,12.6,9.8,1975,07,21
17.29,0,6.1,0.0,17.8,0.0,15.4,14.3,1975,07,22
14.62,0,0.7,0.0,17.3,0.0,11.3,8.7,1975,07,23
13.75,0,0.8,0.0,17.5,0.0,9.9,6.7,1975,07,24
9.59,4,0.0,0.0,19.5,0.0,12.0,9.6,1975,07,25
9.46,0,0.0,0.0,23.5,0.0,14.6,12.1,1975,07,26
4.08,0,0.0,0.0,21.4,0.0,12.4,8.5,1975,07,27
5.83,0,0.2,0.0,25.1,0.0,14.9,9.6,1975,07,28
6.04,0,5.0,0.0,22.4,0.0,17.2,14.9,1975,07,29
3.75,0,0.4,0.0,18.7,0.0,14.0,13.1,1975,07,30
6.04,0,0.0,0.0,19.4,0.0,9.2,4.0,1975,07,31
2.71,0,0.0,0.0,21.2,0.0,10.1,4.5,1975,08,01
3.33,0,0.0,0.0,19.5,0.0,10.6,5.0,1975,08,02
4.38,0,0.0,0.0,25.7,0.0,13.1,9.1,1975,08,03
3.83,0,0.1,0.0,25.8,0.0,16.5,10.0,1975,08,04
7.75,0,3.2,0.0,24.0,0.0,16.4,11.3,1975,08,05
9.46,4,0.0,0.0,22.3,0.0,13.8,13.0,1975,08,06
4.83,0,0.0,0.0,22.4,0.0,14.9,8.2,1975,08,07
4.83,0,12.0,0.0,22.5,0.0,12.8,13.0,1975,08,08
5.29,4,0.0,0.0,18.4,0.0,12.6,11.5,1975,08,09
0.92,4,0.0,0.0,20.2,0.0,14.9,10.0,1975,08,10
2.75,4,0.0,0.0,22.4,0.0,13.6,11.0,1975,08,11
5.88,4,0.0,0.0,18.8,0.0,12.7,7.7,1975,08,12
2.62,0,0.3,0.0,21.2,0.0,14.9,10.6,1975,08,13
3.25,4,0.0,0.0,21.7,0.0,12.1,6.8,1975,08,14
5.75,0,0.0,0.0,20.2,0.0,15.0,11.5,1975,08,15
9.54,4,0.0,0.0,20.6,0.0,12.8,9.2,1975,08,16
2.79,0,1.2,0.0,20.4,0.0,9.0,4.0,1975,08,17
5.33,0,2.1,0.0,19.4,0.0,15.0,11.9,1975,08,18
8.38,4,0.0,0.0,23.3,0.0,13.2,8.0,1975,08,19
11.5,0,2.4,0.0,21.2,0.0,14.4,10.6,1975,08,20
8.42,0,0.1,0.0,18.6,0.0,9.6,5.0,1975,08,21
9.42,0,0.3,0.0,18.3,0.0,11.7,8.0,1975,08,22
6.29,0,0.2,0.0,20.9,0.0,8.9,3.3,1975,08,23
6.34,4,0.0,0.0,21.0,0.0,10.9,5.6,1975,08,24
5.0,0,0.3,0.0,21.0,0.0,13.1,9.0,1975,08,25
2.46,4,0.0,0.0,24.6,0.0,13.0,13.7,1975,08,26
3.0,4,0.0,0.0,22.7,0.0,15.9,10.9,1975,08,27
3.17,0,0.0,0.0,23.6,0.0,13.6,8.2,1975,08,28
8.29,0,3.0,0.0,17.2,0.0,14.6,11.0,1975,08,29
14.0,0,0.4,0.0,16.8,0.0,9.4,4.5,1975,08,30
6.42,0,0.0,0.0,20.0,0.0,9.8,5.9,1975,08,31
5.5,0,0.0,0.0,21.6,0.0,10.7,5.6,1975,09,01
7.46,0,0.0,0.0,19.6,0.0,14.2,3.0,1975,09,02
6.54,0,0.0,0.0,18.7,0.0,8.4,3.1,1975,09,03
9.71,0,0.0,0.0,17.4,0.0,6.3,0.1,1975,09,04
7.04,0,0.6,0.0,18.1,0.0,12.9,10.0,1975,09,05
5.09,0,1.3,0.0,18.1,0.0,13.4,9.0,1975,09,06
4.96,4,0.0,0.0,17.4,0.0,12.1,6.6,1975,09,07
10.0,0,0.8,0.0,17.9,0.0,13.1,9.5,1975,09,08
11.5,0,3.4,0.0,18.0,0.0,12.6,7.9,1975,09,09
9.33,0,2.9,0.0,16.6,0.0,10.5,5.0,1975,09,10
8.79,0,1.2,0.0,14.6,0.0,7.1,0.6,1975,09,11
12.87,0,1.3,0.0,15.5,0.0,8.1,3.6,1975,09,12
9.25,4,0.0,0.0,13.8,0.0,4.5,-1.8,1975,09,13
12.92,0,1.2,0.0,14.2,0.0,5.0,0.0,1975,09,14
7.75,4,0.0,0.0,15.3,0.0,5.6,0.0,1975,09,15
4.92,0,23.6,0.0,15.5,0.0,4.0,-2.4,1975,09,16
6.29,0,36.4,0.0,15.6,0.0,11.9,9.6,1975,09,17
6.63,4,0.0,0.0,15.7,0.0,10.0,6.6,1975,09,18
8.25,0,0.7,0.0,16.1,0.0,5.5,-0.5,1975,09,19
11.42,4,0.0,0.0,17.0,0.0,9.2,4.2,1975,09,20
9.29,0,0.0,0.0,17.2,0.0,9.6,4.6,1975,09,21
16.25,0,0.3,0.0,17.8,0.0,13.5,8.6,1975,09,22
12.25,0,2.7,0.0,16.7,0.0,9.9,7.9,1975,09,23
15.67,0,2.7,0.0,15.5,0.0,10.1,5.0,1975,09,24
12.42,0,0.3,0.0,14.7,0.0,11.6,8.0,1975,09,25
8.12,0,10.0,0.0,14.6,0.0,5.6,0.2,1975,09,26
14.12,0,3.8,0.0,15.1,0.0,8.4,1.2,1975,09,27
9.96,0,5.0,0.0,15.3,0.0,0.9,-6.0,1975,09,28
14.42,0,2.3,0.0,17.3,0.0,12.9,9.6,1975,09,29
8.67,0,3.3,0.0,15.7,0.0,8.6,0.0,1975,09,30
11.25,4,0.0,0.0,16.4,0.0,9.4,4.2,1975,10,01
9.75,0,18.7,0.0,15.6,0.0,7.6,-1.2,1975,10,02
13.88,0,1.0,0.0,14.9,0.0,6.3,1.2,1975,10,03
18.46,4,0.0,0.0,15.2,0.0,11.3,6.6,1975,10,04
13.33,0,0.9,0.0,16.8,0.0,12.9,8.2,1975,10,05
5.09,4,0.0,0.0,16.8,0.0,10.7,5.5,1975,10,06
2.08,0,0.0,0.0,15.4,0.0,9.6,2.9,1975,10,07
1.08,0,0.1,0.0,15.2,0.0,11.9,7.5,1975,10,08
4.58,0,2.2,0.0,16.2,0.0,8.8,0.6,1975,10,09
8.38,4,0.0,0.0,11.7,0.0,8.4,2.1,1975,10,10
6.0,4,0.0,0.0,12.1,0.0,3.2,2.6,1975,10,11
1.46,4,0.0,0.0,10.2,0.0,7.5,2.5,1975,10,12
7.96,0,0.3,0.0,11.6,0.0,2.2,-1.5,1975,10,13
7.08,0,2.3,0.0,15.3,0.0,8.0,0.0,1975,10,14
6.96,0,2.3,0.0,12.4,0.0,3.3,6.3,1975,10,15
5.09,0,0.3,0.0,12.3,0.0,6.5,1.9,1975,10,16
6.04,4,0.0,0.0,10.6,0.0,3.0,-2.1,1975,10,17
4.29,4,0.0,0.0,13.3,0.0,4.5,0.2,1975,10,18
14.0,4,0.0,0.0,12.3,0.0,5.0,-2.0,1975,10,19
16.04,0,0.0,0.0,13.2,0.0,10.9,6.2,1975,10,20
16.66,0,0.7,0.0,13.1,0.0,11.1,7.2,1975,10,21
21.42,0,1.1,0.0,14.0,0.0,10.5,6.1,1975,10,22
11.75,0,0.6,0.0,15.9,0.0,11.0,8.5,1975,10,23
8.04,0,0.1,0.0,20.3,0.0,11.6,4.1,1975,10,24
9.96,0,0.0,0.0,17.7,0.0,13.9,8.0,1975,10,25
3.46,0,0.0,0.0,17.1,0.0,8.3,0.5,1975,10,26
2.29,0,0.0,0.0,15.6,0.0,5.8,-1.0,1975,10,27
5.5,0,0.0,0.0,17.8,0.0,7.8,-0.8,1975,10,28
9.46,0,0.2,0.0,16.0,0.0,4.7,-2.6,1975,10,29
11.42,4,0.0,0.0,16.6,0.0,12.5,8.6,1975,10,30
12.46,0,0.3,0.0,15.0,0.0,13.5,9.6,1975,10,31
9.92,4,0.0,0.0,11.0,0.0,7.3,1.4,1975,11,01
9.71,0,0.7,0.0,14.0,0.0,1.5,-9.5,1975,11,02
11.67,4,0.0,0.0,12.6,0.0,5.6,-1.2,1975,11,03
6.38,0,1.4,0.0,11.5,0.0,3.2,-5.0,1975,11,05
8.58,4,0.0,0.0,9.5,0.0,6.6,-3.6,1975,11,06
5.5,4,0.0,0.0,10.3,0.0,4.1,-4.5,1975,11,07
8.79,0,0.0,0.0,10.6,0.0,5.5,-3.5,1975,11,08
11.67,0,1.0,0.0,10.7,0.0,8.7,1.6,1975,11,09
6.13,0,24.7,0.0,7.9,0.0,7.5,2.6,1975,11,10
5.66,0,2.7,0.0,9.4,0.0,4.1,-2.9,1975,11,11
6.96,4,0.0,0.0,9.1,0.0,8.7,4.7,1975,11,13
4.96,0,1.8,0.0,13.2,0.0,7.3,1.8,1975,11,14
9.87,0,8.7,0.0,14.2,0.0,7.9,4.5,1975,11,15
18.21,4,0.0,0.0,8.1,0.0,5.2,0.1,1975,11,16
14.0,4,0.0,0.0,8.0,0.0,2.8,-3.4,1975,11,17
11.54,0,3.1,0.0,11.4,0.0,0.6,-6.5,1975,11,18
18.54,0,1.9,0.0,12.9,0.0,1.6,-3.2,1975,11,19
7.08,4,0.0,0.0,12.0,0.0,9.2,4.2,1975,11,20
0.63,4,0.0,0.0,10.2,0.0,6.6,2.2,1975,11,21
9.38,0,0.7,0.0,14.5,0.0,2.6,-3.0,1975,11,22
9.21,0,0.6,0.0,11.7,0.0,7.3,4.3,1975,11,23
10.92,0,1.4,0.0,13.9,0.0,2.4,-6.6,1975,11,24
11.87,4,0.0,0.0,11.3,0.0,6.7,4.5,1975,11,25
12.0,0,2.2,0.0,6.7,0.0,1.0,-5.5,1975,11,26
18.66,4,0.0,0.0,10.9,0.0,2.1,-3.3,1975,11,27
10.83,0,0.5,0.0,8.0,0.0,4.3,-2.5,1975,11,28
8.38,0,0.0,0.0,6.3,0.0,0.4,-7.9,1975,11,29
10.63,0,6.0,0.0,11.3,1.0,-0.6,-8.0,1975,11,30
13.96,0,11.2,0.0,10.6,1.0,-0.8,8.2,1975,12,01
10.46,4,0.0,0.0,7.8,0.0,2.0,-5.3,1975,12,03
11.29,0,0.3,0.0,10.3,0.0,6.1,2.3,1975,12,04
10.46,0,0.2,0.0,10.6,0.0,7.4,5.4,1975,12,05
6.29,0,0.2,0.0,11.0,0.0,8.7,5.6,1975,12,06
8.87,0,0.1,0.0,9.3,0.0,7.3,5.0,1975,12,07
6.04,4,0.0,0.0,7.0,0.0,4.2,3.5,1975,12,08
7.29,4,0.0,0.0,6.2,0.0,2.5,-3.6,1975,12,09
5.71,0,0.1,0.0,6.3,0.0,4.5,2.2,1975,12,10
5.33,0,2.0,0.0,7.4,0.0,4.6,1.2,1975,12,11
11.63,0,0.3,0.0,3.9,0.0,0.3,-5.5,1975,12,12
9.5,4,0.0,0.0,4.2,1.0,-2.0,-10.0,1975,12,13
8.42,4,0.0,0.0,6.3,1.0,-1.9,-2.3,1975,12,14
7.92,4,0.0,0.0,5.7,0.0,3.1,-1.8,1975,12,15
9.42,0,1.5,0.0,7.3,0.0,2.7,-0.3,1975,12,16
12.04,4,0.0,0.0,4.7,0.0,3.0,-3.6,1975,12,17
