Wage,Age,Club,League,Nation,Position,Apps,Caps
1032000.0,32,Borussia M'gladbach,Bundesliga,GER,Defender,257,0
1032000.0,24,Borussia Dortmund,Bundesliga,NOR,Defender,185,11
1031000.0,25,Angers SCO,Ligue 1 Uber Eats,FRA,Goalkeeper,186,0
1031000.0,28,Eintracht Frankfurt,Bundesliga,GER,Defender,288,3
1031000.0,28,FC Lorient,Ligue 1 Uber Eats,GER,Goalkeeper,140,0
1028000.0,24,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,78,0
1022000.0,26,Mallorca,La Liga,SRB,Goalkeeper,275,28
1017000.0,25,Real San Sebastian,La Liga,NGA,Forward,158,7
1017000.0,26,Sevilla,La Liga,BRA,Defender,183,0
1004000.0,22,A. Bilbao,La Liga,ESP,Midfilder,85,0
1004000.0,27,A. Bilbao,La Liga,ESP,Defender,231,0
1003000.0,21,AS Monaco,Ligue 1 Uber Eats,BRA,Defender,60,0
1003000.0,25,Espanyol,La Liga,MEX,Defender,234,26
998000.0,30,Villarreal,La Liga,ALG,Defender,331,76
991000.0,27,Spezia,Serie A,POL,Defender,236,15
991000.0,22,Lazio,Serie A,BRA,Midfilder,76,0
987000.0,29,Vigo,La Liga,ESP,Defender,195,0
986000.0,22,Eintracht Frankfurt,Bundesliga,DEN,Forward,92,5
986000.0,25,Bologna,Serie A,AUT,Defender,179,16
985000.0,30,Cadiz,La Liga,URU,Defender,247,0
985000.0,29,Cadiz,La Liga,ESP,Midfilder,353,0
983000.0,26,SV Werder,Bundesliga,SRB,Defender,177,20
980000.0,35,Strasbourg,Ligue 1 Uber Eats,FRA,Forward,502,13
977000.0,28,RC Lens,Ligue 1 Uber Eats,FRA,Midfilder,292,0
977000.0,20,Lazio,Serie A,ITA,Midfilder,12,1
976000.0,23,Vigo,La Liga,ESP,Defender,79,1
973000.0,23,OGC Nice,Ligue 1 Uber Eats,NGA,Forward,133,7
966000.0,25,Real San Sebastian,La Liga,ESP,Defender,203,0
966000.0,30,Getafe,La Liga,ESP,Midfilder,412,0
966000.0,32,Brianza,Serie A,DEN,Forward,362,9
964000.0,18,Benfica,Primiera Liga,NOR,Forward,55,0
963000.0,25,Sevilla,La Liga,ESP,Forward,181,0
963000.0,30,Sevilla,La Liga,SRB,Goalkeeper,234,19
963000.0,28,Sevilla,La Liga,ESP,Midfilder,287,0
963000.0,28,Sevilla,La Liga,ESP,Midfilder,253,5
957000.0,25,Cremonese,Serie A,ITA,Defender,108,0
957000.0,25,Empoli,Serie A,ITA,Goalkeeper,188,0
957000.0,23,Fiorentina,Serie A,ITA,Defender,97,0
957000.0,23,Fiorentina,Serie A,ITA,Midfilder,79,0
957000.0,31,Spezia,Serie A,MAR,Midfilder,186,8
957000.0,32,Sampdoria,Serie A,NED,Defender,314,0
957000.0,30,Atalanta,Serie A,ITA,Goalkeeper,276,0
957000.0,30,Sassuolo,Serie A,ITA,Defender,363,1
957000.0,31,Verona,Serie A,SRB,Defender,370,23
957000.0,27,Empoli,Serie A,ITA,Midfilder,192,0
957000.0,26,Verona,Serie A,ITA,Defender,152,0
953000.0,32,A. Bilbao,La Liga,ESP,Midfilder,430,0
950000.0,30,AC Ajaccio,Ligue 1 Uber Eats,ALG,Midfilder,179,43
948000.0,29,OM,Ligue 1 Uber Eats,BIH,Defender,218,49
948000.0,30,FC Augsburg,Bundesliga,CZE,Goalkeeper,216,11
947000.0,29,Vallecano,La Liga,ESP,Midfilder,353,0
946000.0,23,Verona,Serie A,ARG,Forward,84,1
946000.0,24,Espanyol,La Liga,FRA,Defender,106,0
945000.0,31,Villarreal,La Liga,ESP,Defender,379,0
945000.0,21,Villarreal,La Liga,ESP,Midfilder,76,0
945000.0,25,Salernitana,Serie A,SEN,Forward,129,17
941000.0,27,Salernitana,Serie A,NED,Midfilder,287,15
940000.0,30,Sassuolo,Serie A,EQG,Midfilder,280,11
929000.0,25,FC Porto,Primiera Liga,ESP,Forward,138,0
929000.0,27,Strasbourg,Ligue 1 Uber Eats,SEN,Forward,220,14
928000.0,29,Real Hispalis,La Liga,SEN,Defender,238,24
928000.0,30,FC Nantes,Ligue 1 Uber Eats,BRA,Defender,281,0
928000.0,30,Strasbourg,Ligue 1 Uber Eats,BEL,Goalkeeper,278,2
928000.0,29,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,231,0
923000.0,30,Espanyol,La Liga,ESP,Goalkeeper,335,0
923000.0,31,Espanyol,La Liga,DEN,Forward,363,60
923000.0,34,Vigo,La Liga,ARG,Goalkeeper,420,8
921000.0,26,Real Hispalis,La Liga,ESP,Defender,202,0
920000.0,20,FC Porto,Primiera Liga,BRA,Forward,49,0
917000.0,27,Udinese,Serie A,NGA,Defender,192,0
917000.0,23,Udinese,Serie A,CMR,Defender,53,0
914000.0,32,Brianza,Serie A,ITA,Defender,220,0
910000.0,19,Brentford,Premier League,WAL,Defender,22,0
910000.0,25,Sevilla,La Liga,ARG,Defender,92,16
908000.0,24,Benfica,Primiera Liga,DEN,Defender,185,3
903000.0,25,Getafe,La Liga,TUR,Forward,257,27
903000.0,29,Getafe,La Liga,ESP,Goalkeeper,230,0
903000.0,23,A. Bilbao,La Liga,ESP,Defender,151,0
903000.0,29,A. Bilbao,La Liga,ESP,Midfilder,268,0
902000.0,23,Sassuolo,Serie A,ITA,Defender,86,0
898000.0,31,Montpellier,Ligue 1 Uber Eats,FRA,Goalkeeper,291,0
897000.0,21,Atalanta,Serie A,ITA,Defender,43,0
897000.0,28,RC Lens,Ligue 1 Uber Eats,FRA,Goalkeeper,177,0
897000.0,26,Union Berlin,Bundesliga,NOR,Midfilder,226,9
897000.0,25,Estoril Praia,Primiera Liga,POR,Forward,221,0
897000.0,23,FC Augsburg,Bundesliga,GER,Midfilder,117,0
897000.0,22,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,92,0
897000.0,26,Union Berlin,Bundesliga,GER,Defender,186,0
893000.0,22,Villarreal,La Liga,ESP,Defender,139,0
893000.0,21,Villarreal,La Liga,SEN,Forward,55,0
888000.0,21,Milan,Serie A,GER,Defender,60,0
888000.0,22,Milan,Serie A,FRA,Midfilder,101,0
885000.0,25,Cremonese,Serie A,SUI,Midfilder,199,0
885000.0,23,Brianza,Serie A,ITA,Defender,175,0
885000.0,25,Cremonese,Serie A,NGA,Forward,159,0
885000.0,28,Salento,Serie A,ITA,Forward,228,0
884000.0,25,Hertha Berlin,Bundesliga,CRO,Midfilder,228,1
883000.0,23,RC Lens,Ligue 1 Uber Eats,ARG,Defender,94,2
881000.0,38,Eintracht Frankfurt,Bundesliga,JPN,Defender,513,114
881000.0,31,Cadiz,La Liga,ESP,Forward,332,0
881000.0,26,Cadiz,La Liga,COD,Midfilder,239,3
878000.0,24,Hertha Berlin,Bundesliga,CIV,Forward,107,0
877000.0,31,Empoli,Serie A,ITA,Forward,289,8
876000.0,23,FC Porto,Primiera Liga,POR,Defender,83,0
876000.0,23,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,242,0
875000.0,21,Sporting CP,Primiera Liga,URU,Midfilder,103,5
872000.0,26,A. Madrid,La Liga,CRO,Goalkeeper,150,2
862000.0,29,SC Freiburg,Bundesliga,ITA,Midfilder,278,6
862000.0,22,Bologna,Serie A,ITA,Defender,104,0
862000.0,24,Borussia Dortmund,Bundesliga,GER,Defender,74,0
862000.0,27,Hertha Berlin,Bundesliga,GER,Defender,205,0
862000.0,25,FC Augsburg,Bundesliga,BRA,Defender,104,0
862000.0,30,Union Berlin,Bundesliga,DEN,Goalkeeper,208,8
862000.0,30,VfL Bochum,Bundesliga,UKR,Defender,190,12
860000.0,29,Union Berlin,Bundesliga,FRA,Defender,248,0
860000.0,19,VfL Wolfsburg,Bundesliga,USA,Defender,48,0
860000.0,25,Mainz 05,Bundesliga,NOR,Defender,193,12
860000.0,35,Union Berlin,Bundesliga,AUT,Defender,421,23
860000.0,30,Bayer 04,Bundesliga,RUS,Goalkeeper,152,7
860000.0,28,Union Berlin,Bundesliga,GER,Midfilder,271,0
860000.0,21,Schalke 04,Bundesliga,GER,Midfilder,70,0
860000.0,24,Mainz 05,Bundesliga,GER,Defender,92,0
860000.0,24,Verona,Serie A,NED,Defender,148,0
860000.0,25,Schalke 04,Bundesliga,NED,Defender,138,0
860000.0,21,Union Berlin,Bundesliga,GER,Forward,82,0
860000.0,21,Schalke 04,Bundesliga,AUT,Defender,78,0
860000.0,28,Schalke 04,Bundesliga,SUI,Defender,249,0
859000.0,24,AS Monaco,Ligue 1 Uber Eats,BRA,Midfilder,102,0
859000.0,29,1. FC Koln,Bundesliga,GHA,Midfilder,247,0
859000.0,22,Borussia Dortmund,Bundesliga,ESP,Defender,21,0
859000.0,27,Hoffenheim,Bundesliga,NGA,Defender,216,4
859000.0,27,Verona,Serie A,SVK,Midfilder,238,59
859000.0,28,SC Freiburg,Bundesliga,AUT,Forward,355,39
858000.0,21,Benfica,Primiera Liga,BRA,Defender,62,0
858000.0,30,Getafe,La Liga,TOG,Defender,263,67
858000.0,26,Getafe,La Liga,URU,Midfilder,218,12
853000.0,30,A. Bilbao,La Liga,ESP,Defender,318,0
845000.0,29,Atletico Pamplona,La Liga,ESP,Midfilder,335,0
839000.0,29,Benfica,Primiera Liga,BRA,Defender,182,0
832000.0,26,Benfica,Primiera Liga,SRB,Defender,181,9
832000.0,32,Brighton,Premier League,ENG,Goalkeeper,272,0
831000.0,30,Espanyol,La Liga,ESP,Defender,291,0
830000.0,21,Sporting CP,Primiera Liga,POR,Defender,53,0
830000.0,37,Cadiz,La Liga,ESP,Forward,593,21
830000.0,29,Cadiz,La Liga,HON,Forward,354,40
830000.0,33,Valladolid,La Liga,ESP,Forward,356,0
830000.0,30,Elche,La Liga,ESP,Defender,328,0
829000.0,24,FC Augsburg,Bundesliga,GER,Midfilder,187,0
829000.0,22,Benfica,Primiera Liga,DEN,Forward,77,0
828000.0,21,Sassuolo,Serie A,URU,Forward,67,4
827000.0,24,Benfica,Primiera Liga,CRO,Forward,149,0
825000.0,34,Reims,Ligue 1 Uber Eats,MAR,Defender,319,10
825000.0,24,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,211,0
825000.0,28,Strasbourg,Ligue 1 Uber Eats,CIV,Midfilder,196,2
824000.0,35,Real Hispalis,La Liga,MEX,Midfilder,475,175
818000.0,22,Inter,Serie A,ITA,Defender,63,0
818000.0,25,FC Porto,Primiera Liga,CAN,Midfilder,202,24
817000.0,28,Schalke 04,Bundesliga,FIN,Defender,256,60
817000.0,21,VfL Wolfsburg,Bundesliga,GER,Defender,75,0
815000.0,21,RC Lens,Ligue 1 Uber Eats,POR,Forward,46,0
815000.0,22,RC Lens,Ligue 1 Uber Eats,GHA,Midfilder,48,0
813000.0,27,Getafe,La Liga,POR,Defender,242,3
807000.0,25,Valladolid,La Liga,MAR,Midfilder,159,22
807000.0,23,Salernitana,Serie A,NOR,Midfilder,139,0
803000.0,29,A. Bilbao,La Liga,ESP,Defender,233,0
802000.0,24,Torino,Serie A,ENG,Midfilder,125,0
802000.0,41,Sassuolo,Serie A,ITA,Goalkeeper,361,0
802000.0,39,Sampdoria,Serie A,ITA,Forward,625,28
802000.0,31,Udinese,Serie A,ITA,Goalkeeper,289,0
802000.0,22,Bournemouth,Premier League,CIV,Midfilder,139,4
802000.0,24,Sassuolo,Serie A,ITA,Defender,102,0
802000.0,30,Verona,Serie A,ITA,Defender,316,0
802000.0,30,Verona,Serie A,ITA,Defender,286,0
802000.0,24,Spezia,Serie A,POL,Midfilder,163,5
802000.0,36,Verona,Serie A,POR,Midfilder,400,56
802000.0,25,Estoril Praia,Primiera Liga,BRA,Forward,188,0
800000.0,24,FC Porto,Primiera Liga,BRA,Midfilder,191,0
798000.0,24,Hertha Berlin,Bundesliga,URU,Defender,94,1
797000.0,28,Bologna,Serie A,GRE,Defender,222,6
797000.0,29,Empoli,Serie A,CIV,Midfilder,226,16
797000.0,27,Fiorentina,Serie A,CZE,Midfilder,203,31
797000.0,25,Salernitana,Serie A,ITA,Forward,168,0
797000.0,23,Almeria,La Liga,ESP,Defender,192,1
793000.0,21,Spezia,Serie A,ITA,Midfilder,117,0
791000.0,27,Sporting CP,Primiera Liga,JPN,Midfilder,203,15
787000.0,40,Villarreal,La Liga,ESP,Goalkeeper,677,36
787000.0,23,Mallorca,La Liga,ESP,Midfilder,192,0
786000.0,22,Reims,Ligue 1 Uber Eats,BEL,Defender,91,0
785000.0,34,Vallecano,La Liga,ARG,Midfilder,482,0
785000.0,27,Vallecano,La Liga,ESP,Midfilder,290,0
785000.0,25,Hertha Berlin,Bundesliga,ENG,Defender,121,0
785000.0,21,Benfica,Primiera Liga,POR,Forward,79,0
785000.0,25,Eintracht Frankfurt,Bundesliga,CRO,Midfilder,164,4
785000.0,28,Hertha Berlin,Bundesliga,NED,Midfilder,263,1
780000.0,18,Chelsea,Premier League,ENG,Midfilder,0,0
780000.0,32,Nottm Forest,Premier League,IRL,Midfilder,358,19
780000.0,22,Chelsea,Premier League,ENG,Midfilder,114,4
780000.0,29,Wolves,Premier League,ENG,Goalkeeper,404,0
780000.0,18,Brighton,Premier League,PAR,Forward,59,5
780000.0,18,Chelsea,Premier League,ENG,Midfilder,0,0
780000.0,32,Nottm Forest,Premier League,MSR,Forward,472,13
780000.0,19,Brighton,Premier League,ENG,Defender,32,0
780000.0,24,Nottm Forest,Premier League,ENG,Forward,167,0
780000.0,25,Fulham,Premier League,SVK,Goalkeeper,192,17
780000.0,23,Santa Clara,Primiera Liga,POR,Midfilder,77,0
780000.0,21,Leeds,Premier League,NOR,Goalkeeper,99,0
780000.0,19,Liverpool,Premier League,SCO,Defender,28,0
778000.0,29,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,239,0
776000.0,27,Torino,Serie A,KOS,Defender,212,45
776000.0,24,Fiorentina,Serie A,BRA,Defender,143,0
776000.0,24,Bologna,Serie A,ARG,Midfilder,152,11
776000.0,22,Capitoline,Serie A,FRA,Defender,36,0
776000.0,30,Bologna,Serie A,ITA,Goalkeeper,256,0
776000.0,28,Sassuolo,Serie A,GER,Defender,184,0
776000.0,21,Real Hispalis,La Liga,BRA,Forward,77,0
776000.0,23,Elche,La Liga,ESP,Midfilder,101,0
776000.0,20,Atletico Pamplona,La Liga,MAR,Midfilder,90,0
774000.0,25,Vigo,La Liga,ESP,Goalkeeper,120,0
774000.0,21,OL,Ligue 1 Uber Eats,CIV,Defender,44,9
774000.0,27,Schalke 04,Bundesliga,GER,Defender,234,0
774000.0,24,AS Monaco,Ligue 1 Uber Eats,FRA,Defender,117,0
774000.0,28,Union Berlin,Bundesliga,GER,Midfilder,276,0
774000.0,26,VfB Stuttgart,Bundesliga,GER,Defender,167,0
772000.0,23,AS Monaco,Ligue 1 Uber Eats,SEN,Defender,104,0
770000.0,22,Salernitana,Serie A,NOR,Forward,124,0
770000.0,20,Salento,Serie A,ESP,Midfilder,3,0
770000.0,27,Salernitana,Serie A,TUN,Defender,218,35
767000.0,28,Brianza,Serie A,ITA,Midfilder,317,0
762000.0,27,Valencia,La Liga,ESP,Midfilder,286,0
756000.0,29,Sporting CP,Primiera Liga,POR,Defender,270,0
756000.0,28,Atletico Pamplona,La Liga,ESP,Midfilder,343,0
755000.0,27,Sporting CP,Primiera Liga,BRA,Midfilder,123,0
752000.0,23,FC Augsburg,Bundesliga,ENG,Defender,94,0
752000.0,33,VfL Bochum,Bundesliga,GER,Goalkeeper,433,0
752000.0,29,SC Freiburg,Bundesliga,GER,Defender,319,6
751000.0,27,Sporting CP,Primiera Liga,POR,Forward,158,0
748000.0,19,Borussia M'gladbach,Bundesliga,USA,Defender,55,2
747000.0,29,RC Lens,Ligue 1 Uber Eats,FRA,Defender,270,0
742000.0,27,VfL Bochum,Bundesliga,CMR,Midfilder,236,29
741000.0,27,Vallecano,La Liga,ESP,Defender,291,0
740000.0,27,Sporting CP,Primiera Liga,POR,Defender,203,0
738000.0,33,Espanyol,La Liga,ESP,Defender,343,1
736000.0,23,LOSC,Ligue 1 Uber Eats,KOS,Midfilder,101,28
735000.0,30,Villarreal,La Liga,COL,Defender,271,21
733000.0,23,BRG,Primiera Liga,FRA,Defender,114,0
731000.0,21,Schalke 04,Bundesliga,GER,Defender,40,0
731000.0,23,Mainz 05,Bundesliga,GER,Midfilder,127,2
731000.0,23,Schalke 04,Bundesliga,GER,Defender,50,0
731000.0,34,Borussia M'gladbach,Bundesliga,GER,Goalkeeper,235,0
731000.0,29,Mainz 05,Bundesliga,GER,Defender,206,0
731000.0,28,Schalke 04,Bundesliga,TUR,Forward,218,31
729000.0,25,VfB Stuttgart,Bundesliga,POR,Defender,176,0
727000.0,33,Real Hispalis,La Liga,ESP,Defender,349,0
726000.0,32,Cadiz,La Liga,ESP,Defender,299,0
726000.0,29,Cadiz,La Liga,ARG,Goalkeeper,141,0
726000.0,20,Capitoline,Serie A,POL,Defender,20,5
723000.0,23,VfB Stuttgart,Bundesliga,JPN,Defender,95,3
722000.0,25,Cadiz,La Liga,ESP,Midfilder,230,0
722000.0,30,Cadiz,La Liga,ESP,Defender,253,0
722000.0,38,Rennes,Ligue 1 Uber Eats,FRA,Goalkeeper,227,0
722000.0,28,Strasbourg,Ligue 1 Uber Eats,GHA,Defender,195,17
721000.0,28,Strasbourg,Ligue 1 Uber Eats,BIH,Midfilder,183,14
718000.0,24,Salento,Serie A,ITA,Defender,115,0
717000.0,29,Reims,Ligue 1 Uber Eats,JPN,Midfilder,257,36
716000.0,25,Brianza,Serie A,ITA,Goalkeeper,162,0
716000.0,30,Parthenope,Serie A,POL,Defender,282,43
713000.0,19,Empoli,Serie A,ITA,Forward,5,0
713000.0,24,Cremonese,Serie A,GEO,Defender,119,0
713000.0,25,Salernitana,Serie A,FRA,Defender,221,0
713000.0,25,FC Augsburg,Bundesliga,FRA,Forward,139,0
712000.0,28,Atletico Pamplona,La Liga,ESP,Defender,269,0
712000.0,33,Atletico Pamplona,La Liga,ESP,Defender,350,0
712000.0,24,Atletico Pamplona,La Liga,ESP,Midfilder,170,0
712000.0,29,Real San Sebastian,La Liga,ESP,Defender,271,0
712000.0,26,Real San Sebastian,La Liga,ESP,Defender,177,0
704000.0,23,Cremonese,Serie A,MEX,Defender,158,6
702000.0,19,OL,Ligue 1 Uber Eats,FRA,Midfilder,59,0
702000.0,22,OM,Ligue 1 Uber Eats,MAR,Midfilder,74,7
702000.0,34,A. Bilbao,La Liga,ESP,Defender,393,0
699000.0,25,Hertha Berlin,Bundesliga,CRO,Defender,174,6
697000.0,35,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,477,0
695000.0,32,LOSC,Ligue 1 Uber Eats,FRA,Midfilder,267,0
695000.0,20,Sporting CP,Primiera Liga,GRE,Midfilder,68,5
692000.0,32,Espanyol,La Liga,ESP,Forward,393,0
690000.0,32,SC Freiburg,Bundesliga,FRA,Defender,363,0
688000.0,21,OGC Nice,Ligue 1 Uber Eats,FRA,Defender,54,0
688000.0,25,Schalke 04,Bundesliga,GER,Midfilder,145,0
688000.0,31,VfB Stuttgart,Bundesliga,JPN,Midfilder,406,73
688000.0,32,Union Berlin,Bundesliga,GER,Midfilder,323,0
688000.0,23,Mainz 05,Bundesliga,NED,Forward,96,0
688000.0,30,Schalke 04,Bundesliga,FRA,Defender,269,0
687000.0,25,Valencia,La Liga,GUI,Defender,137,0
687000.0,29,VfL Bochum,Bundesliga,GER,Defender,270,0
687000.0,23,Union Berlin,Bundesliga,GER,Goalkeeper,84,0
684000.0,29,Sampdoria,Serie A,ESP,Forward,280,0
679000.0,22,Real Hispalis,La Liga,ESP,Midfilder,103,0
679000.0,25,Real Hispalis,La Liga,ESP,Defender,152,0
674000.0,24,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,157,0
672000.0,34,FC Augsburg,Bundesliga,POL,Goalkeeper,291,0
672000.0,22,Troyes,Ligue 1 Uber Eats,CRO,Midfilder,107,0
672000.0,31,Angers SCO,Ligue 1 Uber Eats,ALG,Defender,247,37
672000.0,32,Eintracht Frankfurt,Bundesliga,USA,Defender,315,29
672000.0,23,Sassuolo,Serie A,NOR,Midfilder,149,17
672000.0,25,Valencia,La Liga,BRA,Forward,180,0
672000.0,23,RC Lens,Ligue 1 Uber Eats,AUT,Defender,123,10
672000.0,27,Angers SCO,Ligue 1 Uber Eats,ALG,Midfilder,166,35
672000.0,26,AS Monaco,Ligue 1 Uber Eats,FRA,Goalkeeper,206,0
672000.0,35,Hertha Berlin,Bundesliga,SVK,Defender,429,112
672000.0,21,Hoffenheim,Bundesliga,GER,Midfilder,81,0
672000.0,24,Hertha Berlin,Bundesliga,GER,Midfilder,193,0
672000.0,29,Montpellier,Ligue 1 Uber Eats,FRA,Defender,248,0
672000.0,23,VfB Stuttgart,Bundesliga,FRA,Defender,71,0
672000.0,28,Montpellier,Ligue 1 Uber Eats,GUI,Defender,248,68
672000.0,24,SC Freiburg,Bundesliga,JPN,Midfilder,174,26
672000.0,27,Rennes,Ligue 1 Uber Eats,FRA,Midfilder,297,0
672000.0,22,RC Lens,Ligue 1 Uber Eats,BEL,Forward,107,3
672000.0,28,1. FC Koln,Bundesliga,DEN,Defender,327,1
672000.0,25,Union Berlin,Bundesliga,TUN,Midfilder,157,22
672000.0,20,Rennes,Ligue 1 Uber Eats,BEL,Forward,82,10
672000.0,28,Elche,La Liga,ARG,Defender,179,0
670000.0,31,Montpellier,Ligue 1 Uber Eats,POR,Defender,280,1
668000.0,27,Rennes,Ligue 1 Uber Eats,POR,Midfilder,205,0
667000.0,28,Atletico Pamplona,La Liga,ARG,Forward,218,0
664000.0,26,Udinese,Serie A,BRA,Defender,146,0
664000.0,24,Sassuolo,Serie A,FRA,Midfilder,182,0
664000.0,20,Atalanta,Serie A,FRA,Defender,38,0
664000.0,21,Brianza,Serie A,BUL,Defender,78,11
664000.0,32,Udinese,Serie A,GER,Midfilder,303,0
664000.0,26,Salernitana,Serie A,MLI,Midfilder,164,29
663000.0,37,Hertha Berlin,Bundesliga,NOR,Goalkeeper,399,72
662000.0,24,Espanyol,La Liga,ESP,Goalkeeper,130,1
661000.0,22,FC Porto,Primiera Liga,POR,Defender,90,0
661000.0,26,Real San Sebastian,La Liga,ESP,Forward,208,0
660000.0,27,Sporting CP,Primiera Liga,BRA,Defender,155,0
658000.0,29,Salernitana,Serie A,NGA,Defender,226,62
657000.0,25,Almeria,La Liga,ARG,Midfilder,117,0
657000.0,30,Almeria,La Liga,ESP,Midfilder,277,0
655000.0,21,Salento,Serie A,ZAM,Forward,73,4
655000.0,28,Salento,Serie A,GAM,Forward,180,32
655000.0,37,Cremonese,Serie A,ITA,Forward,543,0
655000.0,21,Sassuolo,Serie A,NOR,Forward,110,0
654000.0,30,Elche,La Liga,ESP,Goalkeeper,342,0
654000.0,36,Vallecano,La Liga,COL,Forward,419,102
654000.0,33,Valladolid,La Liga,ESP,Goalkeeper,340,1
654000.0,25,Vallecano,La Liga,ESP,Midfilder,207,0
654000.0,40,Vallecano,La Liga,ESP,Goalkeeper,559,1
653000.0,30,Rennes,Ligue 1 Uber Eats,MLI,Defender,292,42
650000.0,18,Sporting CP,Primiera Liga,CIV,Defender,0,0
650000.0,25,SC Freiburg,Bundesliga,GER,Midfilder,250,0
649000.0,22,OGC Nice,Ligue 1 Uber Eats,ALG,Midfilder,106,10
649000.0,22,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,106,0
646000.0,31,Espanyol,La Liga,URU,Defender,398,0
646000.0,27,OM,Ligue 1 Uber Eats,ESP,Goalkeeper,180,0
645000.0,21,VfL Wolfsburg,Bundesliga,GER,Midfilder,21,0
645000.0,29,Brianza,Serie A,ITA,Forward,302,1
645000.0,31,Brest,Ligue 1 Uber Eats,NED,Goalkeeper,290,1
645000.0,29,Union Berlin,Bundesliga,GER,Midfilder,262,0
645000.0,24,VfB Stuttgart,Bundesliga,GER,Midfilder,155,0
645000.0,20,1. FC Koln,Bundesliga,GER,Midfilder,74,0
645000.0,20,Borussia M'gladbach,Bundesliga,GER,Goalkeeper,47,0
645000.0,33,SV Werder,Bundesliga,GER,Defender,385,0
645000.0,24,FC Augsburg,Bundesliga,GER,Defender,125,0
645000.0,25,SC Freiburg,Bundesliga,HUN,Midfilder,194,36
645000.0,28,Schalke 04,Bundesliga,SUI,Forward,305,0
645000.0,21,VfL Wolfsburg,Bundesliga,NED,Defender,64,0
643000.0,22,Clermont,Ligue 1 Uber Eats,GHA,Defender,49,2
642000.0,26,RC Lens,Ligue 1 Uber Eats,POL,Forward,180,9
642000.0,28,RC Lens,Ligue 1 Uber Eats,FRA,Defender,231,0
638000.0,21,Torino,Serie A,CZE,Defender,58,11
638000.0,27,Fiorentina,Serie A,ITA,Defender,200,0
638000.0,39,Spezia,Serie A,ITA,Goalkeeper,358,11
638000.0,23,Bologna,Serie A,SCO,Midfilder,150,4
638000.0,31,Brianza,Serie A,ITA,Defender,338,0
638000.0,28,Cremonese,Serie A,ITA,Defender,131,0
638000.0,26,Spezia,Serie A,ANG,Forward,183,5
638000.0,22,Salernitana,Serie A,ITA,Defender,64,0
638000.0,30,Spezia,Serie A,ITA,Defender,175,0
638000.0,26,Spezia,Serie A,ITA,Forward,188,0
638000.0,22,Parthenope,Serie A,ITA,Midfilder,86,0
638000.0,25,Sassuolo,Serie A,ITA,Defender,77,0
638000.0,25,Torino,Serie A,SRB,Goalkeeper,94,4
638000.0,23,Spezia,Serie A,COL,Midfilder,109,0
636000.0,25,Capitoline,Serie A,GUI,Midfilder,163,21
636000.0,21,Capitoline,Serie A,GAM,Midfilder,6,13
636000.0,25,Cadiz,La Liga,ESP,Defender,205,0
632000.0,27,Getafe,La Liga,ESP,Midfilder,245,0
632000.0,25,Getafe,La Liga,ESP,Forward,197,0
628000.0,31,Toulouse FC,Ligue 1 Uber Eats,BEL,Midfilder,323,0
624000.0,21,Liverpool,Premier League,ENG,Defender,40,0
624000.0,20,Brighton,Premier League,ECU,Forward,5,12
624000.0,20,Schalke 04,Bundesliga,NED,Defender,88,0
621000.0,28,FC Lorient,Ligue 1 Uber Eats,SUI,Goalkeeper,225,4
620000.0,21,Eintracht Frankfurt,Bundesliga,FRA,Defender,69,0
619000.0,25,Montpellier,Ligue 1 Uber Eats,MLI,Defender,160,21
619000.0,27,Reims,Ligue 1 Uber Eats,BEL,Defender,350,10
619000.0,22,LOSC,Ligue 1 Uber Eats,USA,Forward,75,25
619000.0,25,Angers SCO,Ligue 1 Uber Eats,CIV,Defender,128,4
619000.0,26,Strasbourg,Ligue 1 Uber Eats,RSA,Forward,117,14
616000.0,24,FC Porto,Primiera Liga,POR,Midfilder,60,0
612000.0,24,Spezia,Serie A,FRA,Defender,175,0
608000.0,23,OGC Nice,Ligue 1 Uber Eats,BDI,Defender,85,17
605000.0,27,1. FC Koln,Bundesliga,GER,Goalkeeper,272,0
605000.0,24,Sporting CP,Primiera Liga,CPV,Forward,108,5
603000.0,24,VfB Stuttgart,Bundesliga,CRO,Defender,127,6
602000.0,22,Parthenope,Serie A,ITA,Forward,77,13
602000.0,25,Vigo,La Liga,ESP,Defender,137,1
598000.0,27,Reims,Ligue 1 Uber Eats,KOS,Forward,193,29
598000.0,24,Salernitana,Serie A,CYP,Midfilder,125,47
597000.0,30,SV Werder,Bundesliga,GER,Defender,331,0
590000.0,24,1. FC Koln,Bundesliga,GER,Defender,104,0
583000.0,24,BRG,Primiera Liga,SRB,Midfilder,159,8
583000.0,22,SV Werder,Bundesliga,GER,Defender,92,0
581000.0,27,Toulouse FC,Ligue 1 Uber Eats,NED,Midfilder,261,0
578000.0,31,Atletico Pamplona,La Liga,ESP,Defender,327,0
576000.0,23,Barcelona,La Liga,ESP,Goalkeeper,65,0
